"counts","elevation","selev"
3,473.06592441164,-0.52693407558836
10,474.879856267944,-0.525120143732056
7,475.032331887633,-0.524967668112367
5,477.3739032913,-0.5226260967087
4,479.635474877432,-0.520364525122568
8,481.321178702638,-0.518678821297362
7,481.818175269291,-0.518181824730709
5,483.937271265313,-0.516062728734687
7,484.257744532079,-0.515742255467922
5,485.073133558035,-0.514926866441965
3,485.651757707819,-0.514348242292181
6,490.968371229246,-0.509031628770754
2,492.045182175934,-0.507954817824066
6,493.158758245409,-0.506841241754591
6,493.428689893335,-0.506571310106665
6,494.749399134889,-0.505250600865111
1,495.734986895695,-0.504265013104305
8,496.936218393967,-0.503063781606033
5,499.843796668574,-0.500156203331426
6,499.87046578899,-0.50012953421101
6,500.176631147042,-0.499823368852958
4,501.5186262317,-0.4984813737683
8,508.825964806601,-0.491174035193399
6,511.053363373503,-0.488946636626497
5,511.157855531201,-0.488842144468799
3,513.519205711782,-0.486480794288218
7,513.960538897663,-0.486039461102337
4,514.067537663504,-0.485932462336496
3,514.245000993833,-0.485754999006167
8,517.343435622752,-0.482656564377248
4,519.450512388721,-0.480549487611279
7,521.745607815683,-0.478254392184317
3,525.157886464149,-0.474842113535851
9,525.777379516512,-0.474222620483488
4,525.905855651945,-0.474094144348055
8,527.421072404832,-0.472578927595168
2,527.974075172096,-0.472025924827904
3,529.746540077031,-0.470253459922969
5,531.896043522283,-0.468103956477717
5,533.004934946075,-0.466995065053925
4,533.741939766333,-0.466258060233668
9,534.792716940865,-0.465207283059135
5,535.224511101842,-0.464775488898158
1,540.48860152252,-0.45951139847748
2,542.641907418147,-0.457358092581853
5,542.757285991684,-0.457242714008316
6,544.186711870134,-0.455813288129866
8,545.906907645985,-0.454093092354015
6,547.152041876689,-0.452847958123311
8,549.991312250495,-0.450008687749505
8,551.764299767092,-0.448235700232908
5,554.617257788777,-0.445382742211223
4,556.522363377735,-0.443477636622265
4,564.437358919531,-0.435562641080469
3,567.914819018915,-0.432085180981085
4,568.050614651293,-0.431949385348707
4,569.197397306561,-0.430802602693439
4,570.992993749678,-0.429007006250322
3,571.147563587874,-0.428852436412126
3,574.608573783189,-0.425391426216811
4,575.364812556654,-0.424635187443346
4,578.252479620278,-0.421747520379722
6,579.268601397052,-0.420731398602948
7,580.745369940996,-0.419254630059004
5,581.371750403196,-0.418628249596804
2,584.50166368857,-0.41549833631143
3,585.968873929232,-0.414031126070768
3,586.113106366247,-0.413886893633753
7,592.35563185066,-0.40764436814934
5,595.238180924207,-0.404761819075793
5,596.152531728148,-0.403847468271852
3,598.975550429896,-0.401024449570104
4,600.390778621659,-0.399609221378341
2,604.941252665594,-0.395058747334406
1,605.166482366621,-0.394833517633378
5,607.970469119027,-0.392029530880973
3,608.082882594317,-0.391917117405683
5,609.091836586595,-0.390908163413405
3,609.492815937847,-0.390507184062153
2,609.765744954348,-0.390234255045652
4,611.637132661417,-0.388362867338583
2,612.203144142404,-0.387796855857596
9,612.939182948321,-0.387060817051679
3,613.593503227457,-0.386406496772543
2,613.625189336017,-0.386374810663983
2,613.900221372023,-0.386099778627977
3,615.099488990381,-0.384900511009619
3,621.332624228671,-0.378667375771329
3,621.927184890956,-0.378072815109044
3,623.154740594327,-0.376845259405673
7,627.272370224819,-0.372727629775181
3,628.121979627758,-0.371878020372242
4,628.729213308543,-0.371270786691457
3,629.000285733491,-0.370999714266509
2,630.097048962489,-0.369902951037511
10,635.653609549627,-0.364346390450373
2,637.481093686074,-0.362518906313926
5,640.990356821567,-0.359009643178433
3,642.168400622904,-0.357831599377096
3,643.619348295033,-0.356380651704967
6,645.129565242678,-0.354870434757322
4,645.314254192635,-0.354685745807365
2,647.09636666812,-0.35290363333188
5,647.864800272509,-0.352135199727491
3,649.941576877609,-0.350058423122391
7,654.496577987447,-0.345503422012553
4,657.308960473165,-0.342691039526835
3,658.46117627807,-0.34153882372193
5,659.201859077439,-0.340798140922561
6,662.589141214266,-0.337410858785734
7,663.787427730858,-0.336212572269142
1,669.315408123657,-0.330684591876343
7,671.491642715409,-0.328508357284591
5,675.942037254572,-0.324057962745428
4,677.319213701412,-0.322680786298588
2,680.812113685533,-0.319187886314467
5,681.114127906039,-0.318885872093961
10,682.086665881798,-0.317913334118202
5,682.175387069583,-0.317824612930417
3,685.94588059932,-0.31405411940068
4,691.341586597264,-0.308658413402736
2,691.607047757134,-0.308392952242866
8,692.950976127759,-0.307049023872241
5,694.693682342768,-0.305306317657232
3,695.393321057782,-0.304606678942218
4,695.830771327019,-0.304169228672981
2,696.959040453658,-0.303040959546342
4,698.486973391846,-0.301513026608154
5,701.45802446641,-0.29854197553359
5,705.144267715514,-0.294855732284486
3,707.487941300496,-0.292512058699504
2,708.957841712981,-0.291042158287019
4,711.803635302931,-0.288196364697069
3,712.572674499825,-0.287427325500175
1,713.094316376373,-0.286905683623627
7,716.675576707348,-0.283324423292652
8,717.722398042679,-0.282277601957321
2,719.499000674114,-0.280500999325886
2,722.654704656452,-0.277345295343548
1,723.668896500021,-0.276331103499979
1,723.796814819798,-0.276203185180202
3,723.870102409273,-0.276129897590727
4,724.113934068009,-0.275886065931991
2,728.107255883515,-0.271892744116485
2,731.081860885024,-0.268918139114976
2,732.705685310066,-0.267294314689934
3,732.997277053073,-0.267002722946927
3,733.317696256563,-0.266682303743437
5,734.90842054598,-0.26509157945402
3,736.455012857914,-0.263544987142086
1,740.591474948451,-0.259408525051549
7,741.173471976072,-0.258826528023928
5,742.087174439803,-0.257912825560197
3,742.131976550445,-0.257868023449555
1,743.473420105875,-0.256526579894125
3,753.256236854941,-0.246743763145059
5,753.502162313089,-0.246497837686911
3,754.311512596905,-0.245688487403095
3,755.222408380359,-0.244777591619641
8,756.742426706478,-0.243257573293522
1,756.754975253716,-0.243245024746284
2,758.099727146327,-0.241900272853672
6,761.048997426406,-0.238951002573594
5,762.20521684736,-0.23779478315264
3,764.317842433229,-0.235682157566771
1,767.252375651151,-0.232747624348849
2,767.62387836352,-0.23237612163648
5,780.493346042931,-0.219506653957069
6,782.67874289304,-0.21732125710696
6,783.146373461932,-0.216853626538068
3,784.061097260565,-0.215938902739435
4,785.802324069664,-0.214197675930336
2,793.861204199493,-0.206138795800507
1,793.942071544006,-0.206057928455994
3,794.138214783743,-0.205861785216257
4,797.871615039185,-0.202128384960815
2,798.076269682497,-0.201923730317503
5,798.748163040727,-0.201251836959273
1,799.404345778748,-0.200595654221252
4,799.470849893987,-0.200529150106013
1,800.717589678243,-0.199282410321757
5,801.212614402175,-0.198787385597825
2,805.393073521554,-0.194606926478446
2,806.500976299867,-0.193499023700133
2,809.047773573548,-0.190952226426452
4,811.52871674858,-0.18847128325142
4,813.798419199884,-0.186201580800116
4,814.04182757251,-0.18595817242749
3,816.182442847639,-0.183817557152361
5,819.853845937178,-0.180146154062822
1,821.456124261022,-0.178543875738978
2,821.956472750753,-0.178043527249247
1,825.418375199661,-0.174581624800339
4,825.871236855164,-0.174128763144836
3,826.617849851027,-0.173382150148973
4,830.276960041374,-0.169723039958626
4,830.465583037585,-0.169534416962415
5,830.678259162232,-0.169321740837768
4,830.703976098448,-0.169296023901552
1,832.766093593091,-0.167233906406909
5,834.588001668453,-0.165411998331547
2,836.547073302791,-0.163452926697209
4,837.118035554886,-0.162881964445114
2,838.144493056461,-0.161855506943539
3,838.394482061267,-0.161605517938733
2,840.261390898377,-0.159738609101623
1,840.644909907132,-0.159355090092868
2,841.905353683978,-0.158094646316022
2,844.324429612607,-0.155675570387393
2,845.74970183894,-0.15425029816106
4,846.731398301199,-0.153268601698801
1,849.20537150465,-0.15079462849535
3,858.650361094624,-0.141349638905376
2,859.189508995041,-0.140810491004959
2,860.97996942699,-0.13902003057301
2,862.027440359816,-0.137972559640184
3,865.095063531771,-0.134904936468229
2,867.93109010905,-0.13206890989095
1,869.232761533931,-0.130767238466069
3,870.487596979365,-0.129512403020635
3,871.054830122739,-0.128945169877261
3,877.601746097207,-0.122398253902793
3,877.756714075804,-0.122243285924196
2,878.25488075614,-0.12174511924386
3,878.262155409902,-0.121737844590098
3,888.096705684438,-0.111903294315562
1,888.310341536999,-0.111689658463001
2,889.072577981278,-0.110927422018722
3,890.483519248664,-0.109516480751336
6,897.007885808125,-0.102992114191875
4,898.589161178097,-0.101410838821903
4,898.74858497642,-0.10125141502358
3,898.988757515326,-0.101011242484674
3,903.71529427357,-0.0962847057264298
5,903.909730119631,-0.0960902698803693
2,905.017370963469,-0.0949826290365308
3,905.516920238733,-0.0944830797612667
3,908.08446733281,-0.0919155326671898
3,909.348875330761,-0.0906511246692389
3,911.571239307523,-0.0884287606924772
3,915.263289539143,-0.0847367104608566
2,917.225162405521,-0.0827748375944793
3,917.438442446291,-0.0825615575537086
1,918.098108703271,-0.0819018912967295
2,921.784591674805,-0.0782154083251953
1,922.133440198377,-0.0778665598016232
2,925.0371217262,-0.0749628782738
2,926.680034678429,-0.0733199653215706
1,929.135268880054,-0.0708647311199457
3,929.95920618996,-0.0700407938100398
1,933.042977936566,-0.0669570220634341
2,933.703861245885,-0.0662961387541145
1,938.646112149581,-0.0613538878504187
4,943.665612768382,-0.0563343872316182
3,944.636821374297,-0.0553631786257029
3,945.422470150515,-0.0545775298494846
3,945.940043451265,-0.0540599565487355
1,946.283415239304,-0.0537165847606957
4,946.504521882161,-0.0534954781178385
3,951.191157428548,-0.0488088425714523
5,951.375331310555,-0.0486246686894447
2,954.590224102139,-0.0454097758978605
1,959.593133162707,-0.0404068668372929
2,962.292626081035,-0.0377073739189655
4,966.810782859102,-0.0331892171408981
3,967.846335563809,-0.0321536644361913
2,969.117395021021,-0.0308826049789786
3,969.428159529343,-0.0305718404706568
3,970.035881036893,-0.0299641189631075
2,970.091600995511,-0.0299083990044892
3,973.084359942004,-0.0269156400579959
1,973.483305005357,-0.0265166949946433
2,973.587779141963,-0.0264122208580375
1,976.335937390104,-0.0236640626098961
3,980.304148280993,-0.0196958517190069
1,980.762958573177,-0.0192370414268225
5,981.388432113454,-0.0186115678865463
2,985.236716410145,-0.0147632835898548
2,996.441402751952,-0.00355859724804759
2,998.019351344556,-0.00198064865544438
2,1002.46222103015,0.00246222103014588
4,1004.2427170556,0.00424271705560386
2,1008.46499516629,0.00846499516628683
2,1008.71635000221,0.00871635000221431
1,1009.12249218673,0.00912249218672514
1,1009.21612977982,0.00921612977981567
1,1011.33996238932,0.0113399623893201
3,1012.20936146565,0.0122093614656478
3,1012.22802838311,0.012228028383106
3,1012.34733974561,0.012347339745611
2,1012.37188028172,0.0123718802817166
2,1014.60231603123,0.0146023160312325
1,1014.9514336139,0.0149514336138964
2,1016.24223580584,0.0162422358058393
1,1017.11754202843,0.0171175420284271
3,1017.82286115922,0.0178228611592203
3,1018.24821718037,0.0182482171803713
1,1020.63414435834,0.0206341443583369
1,1021.95547134615,0.0219554713461548
1,1022.26812010631,0.0222681201063097
2,1024.59191433154,0.0245919143315405
3,1027.02306564897,0.027023065648973
2,1032.12909852155,0.0321290985215455
4,1032.13570136577,0.0321357013657689
2,1034.25276181661,0.0342527618166059
1,1036.9662554469,0.036966255446896
4,1039.89033559337,0.0398903355933726
2,1043.07943936437,0.0430794393643737
1,1047.03391524963,0.0470339152496308
1,1049.03047452681,0.0490304745268077
2,1049.28521858528,0.0492852185852826
1,1051.26563725062,0.0512656372506171
1,1052.48465724289,0.0524846572428942
4,1055.09251584299,0.0550925158429891
2,1056.28388854675,0.0562838885467499
2,1057.29897934943,0.0572989793494344
1,1064.06057430431,0.0640605743043125
1,1064.24317155033,0.0642431715503335
4,1068.00500866957,0.0680050086695701
2,1078.48326438107,0.078483264381066
1,1082.39410240203,0.0823941024020314
1,1084.92856067605,0.0849285606760532
1,1086.04314466938,0.0860431446693838
2,1088.46014188603,0.0884601418860257
1,1090.28634526767,0.0902863452676684
2,1091.57555657439,0.0915755565743893
1,1093.15091390163,0.0931509139016271
1,1097.3055856768,0.0973055856768042
1,1097.49517384917,0.0974951738491654
1,1099.70522145741,0.0997052214574069
5,1100.18309974112,0.100183099741116
1,1102.54326974973,0.102543269749731
1,1103.14761586487,0.103147615864873
1,1104.20908164233,0.10420908164233
2,1108.14466094598,0.108144660945982
3,1109.8607391119,0.1098607391119
2,1110.04132051021,0.110041320510209
1,1110.53393417969,0.110533934179693
1,1113.58397295699,0.113583972956985
4,1115.70218843408,0.115702188434079
1,1116.51714160107,0.116517141601071
2,1118.25664173812,0.118256641738117
1,1123.739765957,0.123739765956998
1,1123.75609306619,0.123756093066186
1,1123.95110726357,0.123951107263565
4,1125.79609029926,0.125796090299264
2,1129.96176667511,0.129961766675115
2,1131.69515011832,0.131695150118321
1,1131.92842477001,0.131928424770012
2,1132.50956265256,0.132509562652558
4,1132.66254998744,0.132662549987435
2,1136.65972286835,0.136659722868353
2,1143.24181643315,0.143241816433147
1,1145.99593086168,0.145995930861682
2,1154.25135572441,0.154251355724409
1,1154.90272096358,0.154902720963582
2,1158.70730956085,0.15870730956085
2,1161.92812584341,0.161928125843406
1,1164.0953109134,0.164095310913399
1,1165.51620443352,0.165516204433516
1,1170.81282166764,0.170812821667641
3,1171.26301829703,0.171263018297032
3,1175.76070018113,0.175760700181127
1,1176.19325919077,0.176193259190768
1,1176.27678359859,0.176276783598587
3,1183.28651892953,0.183286518929526
2,1185.53519034758,0.185535190347582
1,1194.38130091876,0.194381300918758
2,1194.73143815994,0.194731438159943
2,1198.36168191396,0.198361681913957
1,1199.36378705315,0.199363787053153
2,1202.88709867746,0.202887098677456
2,1203.08839469217,0.203088394692168
2,1205.05582308397,0.205055823083967
3,1207.78737678193,0.207787376781926
3,1208.16761008464,0.208167610084638
1,1209.40967318602,0.209409673186019
1,1210.84499238059,0.210844992380589
1,1211.15118581802,0.211151185818017
2,1214.53901194036,0.21453901194036
2,1215.31608519144,0.215316085191444
1,1220.29266459867,0.220292664598674
1,1226.73178636469,0.226731786364689
3,1227.07217922434,0.227072179224342
1,1227.65665394254,0.22765665394254
2,1227.67807641067,0.227678076410666
2,1229.16839430109,0.229168394301087
1,1229.31516226381,0.229315162263811
1,1235.30412847176,0.235304128471762
1,1235.49105832353,0.235491058323532
3,1243.43259348534,0.24343259348534
2,1246.45790732466,0.246457907324657
2,1248.63078035414,0.248630780354142
2,1249.71934147179,0.249719341471791
2,1250.26227883063,0.250262278830633
1,1251.90408411436,0.251904084114358
1,1252.35629240051,0.252356292400509
3,1256.05816747993,0.256058167479932
1,1257.03397439793,0.257033974397928
1,1262.14977763593,0.262149777635932
3,1263.70080020279,0.263700800202787
1,1266.06303467415,0.266063034674153
3,1269.31671849452,0.26931671849452
4,1269.7610641364,0.269761064136401
1,1270.479938481,0.270479938481003
4,1272.60246938094,0.272602469380945
2,1272.6667648647,0.272666764864698
1,1274.79561362416,0.274795613624155
2,1275.43059014715,0.275430590147153
1,1277.44853668846,0.277448536688462
1,1279.85180015676,0.279851800156757
1,1281.70102695003,0.281701026950032
2,1281.83905384503,0.281839053845033
1,1284.78751024231,0.284787510242313
1,1287.25546943024,0.287255469430238
1,1290.59854960069,0.290598549600691
1,1292.92365349829,0.292923653498292
1,1293.49115528166,0.293491155281663
1,1294.26116091199,0.294261160911992
2,1297.47067838907,0.297470678389072
2,1302.32176939026,0.302321769390255
2,1304.58143199794,0.30458143199794
2,1304.8051701393,0.304805170139298
1,1306.13954104483,0.306139541044831
1,1308.45320825465,0.30845320825465
3,1310.94845389016,0.31094845389016
2,1311.51648708619,0.311516487086192
2,1314.0299289953,0.314029928995296
1,1322.61363947764,0.32261363947764
1,1326.32587919943,0.32632587919943
2,1326.64582356811,0.326645823568106
2,1328.67986462079,0.32867986462079
1,1337.14529848658,0.337145298486575
1,1338.1583600305,0.338158360030502
1,1338.90677010641,0.338906770106405
2,1343.06594631635,0.343065946316347
2,1343.5264216736,0.343526421673596
1,1343.73515034094,0.343735150340945
1,1348.89737674966,0.348897376749665
1,1359.67463674024,0.359674636740237
1,1360.0078697782,0.360007869778201
3,1364.13929769769,0.364139297697693
1,1374.5596667286,0.374559666728601
1,1377.60225399397,0.377602253993973
2,1377.98240180127,0.377982401801273
2,1383.81585059687,0.383815850596875
5,1386.29103288986,0.386291032889858
1,1390.3440380469,0.390344038046896
2,1396.90367355943,0.396903673559427
1,1397.9572515469,0.397957251546904
2,1402.18787216581,0.402187872165814
2,1403.02175879478,0.403021758794785
1,1412.67300480977,0.412673004809767
1,1419.20875357464,0.41920875357464
1,1428.07053034194,0.428070530341938
1,1428.80948437378,0.428809484373778
1,1429.23766844906,0.429237668449059
1,1431.89582936466,0.431895829364657
1,1434.96579863131,0.43496579863131
1,1440.61811533757,0.440618115337566
1,1449.25842126831,0.449258421268314
1,1451.12323840149,0.451123238401487
2,1459.49302427471,0.459493024274707
1,1459.53761180863,0.459537611808628
1,1469.67294961214,0.469672949612141
1,1469.8333486449,0.469833348644897
2,1475.28611486778,0.475286114867777
1,1477.78134499677,0.477781344996765
1,1481.02834927849,0.481028349278495
1,1482.07075418904,0.482070754189044
2,1484.30663733743,0.484306637337431
1,1485.19988334738,0.485199883347377
1,1491.65891171433,0.49165891171433
1,1496.82243061252,0.496822430612519
1,1497.47933167964,0.497479331679642
1,1499.59278707393,0.499592787073925
1,1500.70124347694,0.500701243476942
1,1501.29342535511,0.501293425355107
1,1501.62423141301,0.501624231413007
1,1504.36276011169,0.50436276011169
1,1505.48793212511,0.505487932125106
1,1508.14173151739,0.508141731517389
2,1508.1887347158,0.508188734715805
1,1509.53381308354,0.509533813083544
3,1515.86041953415,0.515860419534147
1,1517.38747069612,0.517387470696121
3,1518.72364496812,0.518723644968122
3,1523.4735856764,0.523473585676402
2,1527.31732279062,0.527317322790623
2,1536.77644217387,0.536776442173868
1,1541.11980609596,0.541119806095958
1,1545.08570819162,0.545085708191618
1,1549.64851494879,0.549648514948785
2,1564.07415294088,0.564074152940884
1,1565.46925534494,0.565469255344942
2,1568.76349626109,0.56876349626109
1,1569.40923347138,0.569409233471379
1,1581.75025400706,0.581750254007056
1,1587.36743335612,0.587367433356121
1,1589.21237573959,0.589212375739589
1,1589.62210621685,0.589622106216848
2,1610.54365714081,0.610543657140806
1,1621.24215993099,0.621242159930989
2,1623.10909139924,0.623109091399238
1,1634.46255023591,0.634462550235912
1,1636.67979370803,0.636679793708026
1,1652.5726239197,0.652572623919696
1,1654.39691706561,0.654396917065606
2,1664.00715210475,0.66400715210475
1,1674.27708273754,0.674277082737535
3,1680.48293571919,0.680482935719192
2,1684.73528055474,0.684735280554742
1,1687.98261675984,0.687982616759837
1,1688.0583292339,0.6880583292339
2,1690.79016959295,0.690790169592947
1,1691.98385025375,0.691983850253746
1,1700.8063565474,0.7008063565474
2,1704.31065172888,0.704310651728883
1,1721.72516910359,0.721725169103593
1,1723.49980701692,0.723499807016924
1,1724.44670097902,0.724446700979024
1,1727.21498333849,0.72721498333849
1,1728.79948029295,0.728799480292946
1,1732.60641037486,0.732606410374865
1,1733.46138545312,0.73346138545312
1,1739.09979825839,0.739099798258394
2,1742.70174177364,0.742701741773635
2,1757.41250193678,0.757412501936778
1,1762.51208828762,0.762512088287622
1,1772.21216936596,0.772212169365957
1,1773.47399992868,0.773473999928683
1,1774.34682971798,0.774346829717979
1,1775.79605658539,0.775796056585386
1,1783.82072933018,0.783820729330182
1,1788.43098310754,0.788430983107537
1,1791.35713190772,0.791357131907716
1,1792.16800937429,0.792168009374291
1,1794.76711391471,0.794767113914713
2,1806.5635131672,0.806563513167202
1,1821.24012587592,0.82124012587592
1,1821.24201012775,0.821242010127753
1,1836.43364049494,0.836433640494943
1,1837.99049309455,0.837990493094549
1,1845.74178964831,0.845741789648309
1,1862.08211248741,0.862082112487406
1,1863.18185213022,0.863181852130219
1,1867.15087397024,0.86715087397024
1,1867.46174995787,0.867461749957874
1,1879.86211813986,0.879862118139863
3,1885.31702132896,0.885317021328956
1,1899.92566518486,0.899925665184856
1,1901.86298033223,0.901862980332226
2,1904.17208317667,0.904172083176672
1,1912.16806885786,0.912168068857864
1,1916.06956734322,0.91606956734322
1,1924.74562670104,0.924745626701042
1,1926.96185219102,0.926961852191016
1,1932.78566054069,0.932785660540685
1,1954.80272369459,0.954802723694593
1,1958.2368564792,0.958236856479198
1,1961.17695150897,0.961176951508969
1,1966.63891728967,0.966638917289674
1,1970.08940693922,0.970089406939223
1,1975.29533323832,0.975295333238319
1,1977.29548667558,0.977295486675575
1,1988.24048740789,0.988240487407893
